Project_Name,Project_URL,Project_Hash,Test_filename,Test_classname,Test_name,Test_parametrization,flaky?,Verdicts_sameOrder,Passed_sameOrder,Failed_sameOrder,Error_sameOrder,Skipped_sameOrder,numRuns_sameOrder,Verdicts_randomOrder,Passed_randomOrder,Failed_randomOrder,Error_randomOrder,Skipped_randomOrder,numRuns_randomOrder,Flaky_sameOrder_withinIteration,Flaky_randomOrder_withinIteration,Verdict_sameOrder,Verdict_randomOrder,Order-dependent,Flaky_Infrastructure,Test_nodeid,Test_nodeid_inclPara
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirep,test_pirep_ete,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirep::test_pirep_ete,tests/current/test_pirep.py::TestPirep::test_pirep_ete
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_aircraft,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_aircraft,tests/current/test_pirep.py::TestPirepHandlers::test_aircraft
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_altitude,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_altitude,tests/current/test_pirep.py::TestPirepHandlers::test_altitude
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_cloud_tops,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_cloud_tops,tests/current/test_pirep.py::TestPirepHandlers::test_cloud_tops
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_icing,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_icing,tests/current/test_pirep.py::TestPirepHandlers::test_icing
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_location,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_location,tests/current/test_pirep.py::TestPirepHandlers::test_location
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_number,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_number,tests/current/test_pirep.py::TestPirepHandlers::test_number
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_remarks,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_remarks,tests/current/test_pirep.py::TestPirepHandlers::test_remarks
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_root,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_root,tests/current/test_pirep.py::TestPirepHandlers::test_root
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_time,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_time,tests/current/test_pirep.py::TestPirepHandlers::test_time
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_turbulence,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_turbulence,tests/current/test_pirep.py::TestPirepHandlers::test_turbulence
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_pirep.TestPirepHandlers,test_wx,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_pirep.py::TestPirepHandlers::test_wx,tests/current/test_pirep.py::TestPirepHandlers::test_wx
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_find_missing_taf_times,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_find_missing_taf_times,tests/current/test_taf.py::TestTaf::test_find_missing_taf_times
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_get_alt_ice_turb,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_get_alt_ice_turb,tests/current/test_taf.py::TestTaf::test_get_alt_ice_turb
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_get_oceania_temp_and_alt,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_get_oceania_temp_and_alt,tests/current/test_taf.py::TestTaf::test_get_oceania_temp_and_alt
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_get_taf_remarks,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_get_taf_remarks,tests/current/test_taf.py::TestTaf::test_get_taf_remarks
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_get_temp_min_and_max,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_get_temp_min_and_max,tests/current/test_taf.py::TestTaf::test_get_temp_min_and_max
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_get_type_and_times,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_get_type_and_times,tests/current/test_taf.py::TestTaf::test_get_type_and_times
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_get_wind_shear,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_get_wind_shear,tests/current/test_taf.py::TestTaf::test_get_wind_shear
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_is_tempo_or_prob,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_is_tempo_or_prob,tests/current/test_taf.py::TestTaf::test_is_tempo_or_prob
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_parse,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_parse,tests/current/test_taf.py::TestTaf::test_parse
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_prob_end,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_prob_end,tests/current/test_taf.py::TestTaf::test_prob_end
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_prob_line,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_prob_line,tests/current/test_taf.py::TestTaf::test_prob_line
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_prob_tempo,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_prob_tempo,tests/current/test_taf.py::TestTaf::test_prob_tempo
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_rule_inherit,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_rule_inherit,tests/current/test_taf.py::TestTaf::test_rule_inherit
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_sanitize_line,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_sanitize_line,tests/current/test_taf.py::TestTaf::test_sanitize_line
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_skc_flight_rules,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_skc_flight_rules,tests/current/test_taf.py::TestTaf::test_skc_flight_rules
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_split_taf,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_split_taf,tests/current/test_taf.py::TestTaf::test_split_taf
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_starts_new_line,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_starts_new_line,tests/current/test_taf.py::TestTaf::test_starts_new_line
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_taf_ete,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_taf_ete,tests/current/test_taf.py::TestTaf::test_taf_ete
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.current.test_taf.TestTaf,test_wind_shear,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/current/test_taf.py::TestTaf::test_wind_shear,tests/current/test_taf.py::TestTaf::test_wind_shear
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_base.TestForecastBase,test_code,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_base.py::TestForecastBase::test_code,tests/forecast/test_base.py::TestForecastBase::test_code
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_base.TestForecastBase,test_find_time_periods,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_base.py::TestForecastBase::test_find_time_periods,tests/forecast/test_base.py::TestForecastBase::test_find_time_periods
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_base.TestForecastBase,test_init_parse,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_base.py::TestForecastBase::test_init_parse,tests/forecast/test_base.py::TestForecastBase::test_init_parse
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_base.TestForecastBase,test_numbers,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_base.py::TestForecastBase::test_numbers,tests/forecast/test_base.py::TestForecastBase::test_numbers
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_base.TestForecastBase,test_split_line,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_base.py::TestForecastBase::test_split_line,tests/forecast/test_base.py::TestForecastBase::test_split_line
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_base.TestForecastBase,test_timestamp,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_base.py::TestForecastBase::test_timestamp,tests/forecast/test_base.py::TestForecastBase::test_timestamp
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_gfs.TestMav,test_mav_ete,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_gfs.py::TestMav::test_mav_ete,tests/forecast/test_gfs.py::TestMav::test_mav_ete
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_gfs.TestMav,test_thunder,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_gfs.py::TestMav::test_thunder,tests/forecast/test_gfs.py::TestMav::test_thunder
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_gfs.TestMex,test_mex_ete,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_gfs.py::TestMex::test_mex_ete,tests/forecast/test_gfs.py::TestMex::test_mex_ete
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_nbm.TestNbm,test_ceiling,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_nbm.py::TestNbm::test_ceiling,tests/forecast/test_nbm.py::TestNbm::test_ceiling
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_nbm.TestNbm,test_nbe_ete,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_nbm.py::TestNbm::test_nbe_ete,tests/forecast/test_nbm.py::TestNbm::test_nbe_ete
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_nbm.TestNbm,test_nbh_ete,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_nbm.py::TestNbm::test_nbh_ete,tests/forecast/test_nbm.py::TestNbm::test_nbh_ete
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_nbm.TestNbm,test_nbs_ete,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_nbm.py::TestNbm::test_nbs_ete,tests/forecast/test_nbm.py::TestNbm::test_nbs_ete
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.forecast.test_nbm.TestNbm,test_wind,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/forecast/test_nbm.py::TestNbm::test_wind,tests/forecast/test_nbm.py::TestNbm::test_wind
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_dedupe,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_dedupe,tests/parsing/test_core.py::TestCore::test_dedupe
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_find_first_in_list,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_find_first_in_list,tests/parsing/test_core.py::TestCore::test_find_first_in_list
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_get_ceiling,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_get_ceiling,tests/parsing/test_core.py::TestCore::test_get_ceiling
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_get_clouds,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_get_clouds,tests/parsing/test_core.py::TestCore::test_get_clouds
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_get_digit_list,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_get_digit_list,tests/parsing/test_core.py::TestCore::test_get_digit_list
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_get_flight_rules,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_get_flight_rules,tests/parsing/test_core.py::TestCore::test_get_flight_rules
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_get_station_and_time,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_get_station_and_time,tests/parsing/test_core.py::TestCore::test_get_station_and_time
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_get_visibility,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_get_visibility,tests/parsing/test_core.py::TestCore::test_get_visibility
avwx-engine,https://github.com/avwx-rest/avwx-engine,ed1d3e9a91fe0431e701caac4fc02ff2bfaecc04,,tests.parsing.test_core.TestCore,test_get_wind,,not flaky,{'Passed'},20,0,0,0,20,{'Passed'},20,0,0,0,20,FALSE,FALSE,Passed,Passed,FALSE,FALSE,tests/parsing/test_core.py::TestCore::test_get_wind,tests/parsing/test_core.py::TestCore::test_get_wind
